"","condition","observe","expect","z_score","log2FC","upper.p","lower.p"
"0_501000","0_501000",52793,53142.0145,-5.45713081333382,-0.00950626782944785,0.999999975805507,2.41944934428455e-08
"0_502000","0_502000",52793,53142.4383,-5.4636717122333,-0.00951777307113135,0.999999976680715,2.33192848071361e-08
"0_503000","0_503000",52793,53142.8677,-5.4703322644248,-0.00952943024697023,0.999999977540367,2.24596327488254e-08
"0_504000","0_504000",52793,53143.3024,-5.47798289669317,-0.0095412312091027,0.999999978489915,2.15100851755919e-08
"0_505000","0_505000",52793,53143.7052,-5.48403026509567,-0.00955216608393984,0.99999997921282,2.07871799065961e-08
"0_506000","0_506000",52793,53144.1021,-5.48980452706613,-0.00956294070948308,0.99999997988106,2.01189402112415e-08
"0_507000","0_507000",52793,53144.5184,-5.49690840115093,-0.00957424189944495,0.999999980674633,1.93253665919374e-08
"0_508000","0_508000",52794,53144.9175,-5.48749335271797,-0.00955774894842656,0.999999979616132,2.03838676478704e-08
"0_509000","0_509000",52794,53145.3247,-5.49404412026538,-0.00956880293435197,0.999999980358386,1.96416140297772e-08
"0_510000","0_510000",52795,53145.7211,-5.48510682807411,-0.00955223704231158,0.999999979339019,2.0660981392473e-08
"0_511000","0_511000",52795,53146.1162,-5.49126962296815,-0.00956296239667799,0.99999998004727,1.99527302315533e-08
"0_512000","0_512000",52796,53146.528,-5.4819907558459,-0.00954681490446236,0.999999978971689,2.10283106830054e-08
"0_513000","0_513000",52796,53146.9269,-5.48928195832824,-0.00955764324854732,0.999999979821452,2.01785480078149e-08
"0_514000","0_514000",52796,53147.2946,-5.49500304903343,-0.00956762458072234,0.999999980464817,1.95351832065626e-08
"0_515000","0_515000",52796,53147.6593,-5.5000151963095,-0.00957752440874055,0.999999981012074,1.89879259282111e-08
"0_516000","0_516000",52796,53148.0329,-5.50569593682788,-0.00958766575795471,0.999999981614364,1.8385636215679e-08
"0_517000","0_517000",52796,53148.3898,-5.51199834527664,-0.00959735372010837,0.999999982260887,1.77391128653654e-08
"0_518000","0_518000",52796,53148.7593,-5.51776750868446,-0.00960738363760153,0.999999982833339,1.71666611879992e-08
"0_519000","0_519000",52796,53149.1325,-5.52374937001622,-0.00961751391921184,0.999999983407963,1.65920370461698e-08
"0_520000","0_520000",52796,53149.4995,-5.52946537317603,-0.00962747583631358,0.99999998393959,1.60604096740494e-08
"0_521000","0_521000",52796,53149.8736,-5.53566952831602,-0.00963763040635597,0.999999984497916,1.55020838288385e-08
"0_522000","0_522000",52796,53150.2369,-5.54168836008824,-0.00964749175280044,0.999999985021545,1.49784550175916e-08
"0_523000","0_523000",52796,53150.5925,-5.54807199517261,-0.00965714402662436,0.999999985558153,1.44418472490474e-08
"0_524000","0_524000",52796,53150.9592,-5.55359855743553,-0.00966709752707712,0.999999986007612,1.39923880500295e-08
"0_525000","0_525000",52796,53151.3271,-5.55954383404816,-0.00967708353065297,0.999999986475967,1.35240330133041e-08
"0_526000","0_526000",52796,53151.694,-5.56535662736484,-0.00968704232213471,0.99999998691916,1.30808404286433e-08
"0_527000","0_527000",52796,53152.0534,-5.57113056991314,-0.00969679747395894,0.999999987345422,1.26545777690922e-08
"0_528000","0_528000",52796,53152.4152,-5.57799850236624,-0.00970661770207693,0.999999987834913,1.21650874735089e-08
"0_529000","0_529000",52796,53152.7775,-5.58408527400437,-0.0097164514345603,0.999999988253329,1.17466709532399e-08
"0_530000","0_530000",52796,53153.143,-5.58902465829997,-0.0097263719551666,0.999999988582574,1.14174264961667e-08
"0_531000","0_531000",52796,53153.51,-5.5955940308928,-0.00973633312062667,0.999999989006618,1.09933820944577e-08
"0_532000","0_532000",52796,53153.8827,-5.60176181084719,-0.00974644892589824,0.9999999893908,1.06091998128374e-08
"0_533000","0_533000",52796,53154.2493,-5.60761337105168,-0.00975639909606948,0.999999989743218,1.02567819703895e-08
"0_534000","0_534000",52796,53154.6267,-5.61299193922288,-0.00976664232558926,0.999999990057107,9.94289332318922e-09
"0_535000","0_535000",52796,53154.9939,-5.61983328372293,-0.00977660864126278,0.999999990442909,9.55709072521216e-09
"0_536000","0_536000",52796,53155.3641,-5.6248682651742,-0.00978665631138984,0.99999999071752,9.28247977644436e-09
"0_537000","0_537000",52796,53155.7234,-5.6309404341085,-0.00979640807558289,0.999999991038519,8.96148122712619e-09
"0_538000","0_538000",52796,53156.0895,-5.6366912217663,-0.00980634433083176,0.999999991332574,8.66742644017919e-09
"0_539000","0_539000",52796,53156.4625,-5.6429607138214,-0.00981646778737801,0.999999991642475,8.35752490302714e-09
"0_540000","0_540000",52797,53156.8325,-5.63321359480154,-0.00979918417077089,0.999999991155892,8.84410793247759e-09
"0_541000","0_541000",52797,53157.1961,-5.63943079580981,-0.0098090523682944,0.99999999146934,8.53066016997201e-09
"0_542000","0_542000",52797,53157.561,-5.64572504754577,-0.00981895578029066,0.999999991775673,8.22432733632732e-09
"0_543000","0_543000",52797,53157.925,-5.65152155916442,-0.00982883469849245,0.999999992048313,7.95168678866398e-09
"0_544000","0_544000",52797,53158.2948,-5.65689168182666,-0.00983887095875693,0.999999992293051,7.70694860193693e-09
"0_545000","0_545000",52797,53158.6629,-5.66255574224707,-0.00984886101219792,0.999999992543255,7.4567453585993e-09
"0_546000","0_546000",52797,53159.0222,-5.66857597251226,-0.00985861217123971,0.999999992800539,7.19946110141807e-09
"0_547000","0_547000",52797,53159.3825,-5.67489813879884,-0.0098683904034226,0.99999999306144,6.93856023485593e-09
"0_548000","0_548000",52797,53159.7539,-5.68121676326655,-0.0098784698106928,0.999999993313008,6.68699241841729e-09
"0_549000","0_549000",52797,53160.1216,-5.68829987260086,-0.00988844873446475,0.999999993584482,6.41551819759694e-09
"0_550000","0_550000",52797,53160.4725,-5.69406864434073,-0.00989797166262645,0.999999993797641,6.20235866080051e-09
"0_551000","0_551000",52797,53160.8508,-5.70055559516927,-0.00990823811750161,0.999999994029121,5.97087891889856e-09
"0_552000","0_552000",52798,53161.2419,-5.69128750281023,-0.00989152680351262,0.99999999369575,6.30425001255349e-09
"0_553000","0_553000",52798,53161.6313,-5.69711101631067,-0.00990209434052537,0.999999993907271,6.09272931023455e-09
"0_554000","0_554000",52798,53162.0138,-5.70421049044473,-0.00991247454998152,0.999999994155822,5.84417841012691e-09
"0_555000","0_555000",52799,53162.41,-5.69552867509851,-0.00989590192260631,0.999999993850489,6.14951056346084e-09
"0_556000","0_556000",52800,53162.7996,-5.6858968803171,-0.00987915062642282,0.999999993493605,6.5063950771736e-09
"0_557000","0_557000",52800,53163.1537,-5.69187454797576,-0.00988875991367821,0.999999993717392,6.28260820560057e-09
"0_558000","0_558000",52800,53163.5157,-5.69762975521852,-0.0098985835187578,0.999999993925774,6.07422583786619e-09
"0_559000","0_559000",52800,53163.8777,-5.70261281082174,-0.00990840705694668,0.999999994100761,5.89923881041884e-09
"0_560000","0_560000",52800,53164.2399,-5.70912525710995,-0.00991823595555992,0.999999994322085,5.67791484998233e-09
"0_561000","0_561000",52800,53164.6004,-5.7157225406251,-0.00992801865535767,0.999999994538057,5.46194274777029e-09
"0_562000","0_562000",52800,53164.9377,-5.72146993200399,-0.00993717172883075,0.999999994719682,5.28031748683046e-09
"0_563000","0_563000",52800,53165.2818,-5.72683207042066,-0.00994650926929477,0.999999994883832,5.11616827028083e-09
"0_564000","0_564000",52800,53165.6316,-5.73319320932018,-0.00995600142372419,0.999999995072137,4.92786270686433e-09
"0_565000","0_565000",52800,53165.9958,-5.73932925618193,-0.00996588426943499,0.999999995247387,4.75261304594181e-09
"0_566000","0_566000",52800,53166.3498,-5.74497834637769,-0.00997549026545826,0.999999995403362,4.59663750872121e-09
"0_567000","0_567000",52800,53166.6996,-5.7509983785559,-0.00998498222921078,0.999999995564102,4.43589830793512e-09
"0_568000","0_568000",52800,53167.0339,-5.75632593182694,-0.00999405353586582,0.999999995701783,4.29821677896923e-09
"0_569000","0_569000",52801,53167.3792,-5.7458773588867,-0.00997609975917355,0.999999995427721,4.57227855608826e-09
"0_570000","0_570000",52801,53167.6954,-5.7511596730359,-0.00998467980999179,0.999999995568332,4.43166768672003e-09
"0_571000","0_571000",52801,53167.9974,-5.75568861317743,-0.00999287449779392,0.999999995685534,4.31446579692105e-09
"0_572000","0_572000",52801,53168.3008,-5.76184375872974,-0.0100011071273439,0.99999999584,4.16000003124443e-09
"0_573000","0_573000",52801,53168.6067,-5.76717376527396,-0.0100094075457665,0.999999995969404,4.03059629100289e-09
"0_574000","0_574000",52801,53168.9119,-5.77187753774773,-0.0100176889225051,0.999999996080346,3.91965415277486e-09
"0_575000","0_575000",52801,53169.2139,-5.77668063534409,-0.0100258834228139,0.999999996190565,3.80943508066465e-09
"0_576000","0_576000",52801,53169.5139,-5.78163175190555,-0.0100340236088255,0.999999996301025,3.69897542365493e-09
"0_577000","0_577000",52801,53169.8277,-5.78712669940752,-0.0100425381942466,0.999999996419971,3.58002870373825e-09
"0_578000","0_578000",52801,53170.1282,-5.79167676934589,-0.0100506918530688,0.999999996515642,3.48435803719455e-09
"0_579000","0_579000",52801,53170.4367,-5.79654755853508,-0.0100590625330727,0.9999999966153,3.38469971151116e-09
"0_580000","0_580000",52801,53170.7418,-5.80245011422602,-0.0100673409114618,0.999999996732358,3.26764204074578e-09
"0_581000","0_581000",52801,53171.049,-5.80731651848213,-0.0100756762218458,0.999999996825897,3.17410292236925e-09
"0_582000","0_582000",52801,53171.3497,-5.81264200383324,-0.010083835119973,0.999999996925276,3.07472396879030e-09
"0_583000","0_583000",52801,53171.6532,-5.81702631844722,-0.0100920699437597,0.999999997004814,2.99518566341692e-09
"0_584000","0_584000",52801,53171.9424,-5.82239924821707,-0.0100999167238779,0.999999997099561,2.9004385156899e-09
"0_585000","0_585000",52801,53172.2003,-5.82762020237994,-0.0101069142141316,0.999999997188832,2.81116760112274e-09
"0_586000","0_586000",52801,53172.4704,-5.83160651092085,-0.0101142426853748,0.999999997255187,2.74481262049951e-09
"0_587000","0_587000",52801,53172.7259,-5.83606242504968,-0.0101211749887749,0.999999997327556,2.67244387140645e-09
"0_588000","0_588000",52801,53172.9869,-5.8400459680637,-0.0101282564854477,0.999999997390679,2.60932104810607e-09
"0_589000","0_589000",52801,53173.2449,-5.84431804247768,-0.0101352565514444,0.999999997456762,2.54323836534745e-09
"0_590000","0_590000",52801,53173.4972,-5.84876810231716,-0.0101421019319727,0.999999997523865,2.47613465908085e-09
"0_591000","0_591000",52801,53173.726,-5.85302684541413,-0.0101483096845672,0.999999997586469,2.4135308664053e-09
"0_592000","0_592000",52801,53173.9442,-5.85622629987079,-0.0101542298153481,0.999999997632485,2.36751456752001e-09
"0_593000","0_593000",52801,53174.1402,-5.85930456300539,-0.0101595476023043,0.999999997675952,2.32404774039911e-09
"0_594000","0_594000",52801,53174.3388,-5.86294950475048,-0.0101649359113391,0.999999997726417,2.27358268642491e-09
"0_595000","0_595000",52801,53174.5395,-5.86620518473328,-0.0101703811760063,0.99999999777059,2.22940987413248e-09
"0_596000","0_596000",52801,53174.7486,-5.86962277426773,-0.010176054322267,0.999999997816061,2.18393900751848e-09
"0_597000","0_597000",52801,53174.948,-5.87306627937633,-0.0101814642745348,0.999999997860963,2.13903664346783e-09
"0_598000","0_598000",52801,53175.1525,-5.87584211005298,-0.0101870125746205,0.999999997896504,2.10349581745138e-09
"0_599000","0_599000",52801,53175.3501,-5.87936725050396,-0.0101923736501795,0.999999997940811,2.05918864527908e-09
"0_6e+05","0_6e+05",52801,53175.5544,-5.88246088153504,-0.0101979164821514,0.999999997978946,2.02105446261868e-09
"0_601000","0_601000",52801,53175.7591,-5.88484905531216,-0.0102034701451041,0.999999998007913,1.99208719867847e-09
"0_602000","0_602000",52801,53175.9615,-5.88803275470468,-0.0102089613863292,0.999999998045902,1.95409837120054e-09
"0_603000","0_603000",52801,53176.164,-5.89124321118503,-0.0102144553197021,0.999999998083495,1.91650464729977e-09
"0_604000","0_604000",52801,53176.3677,-5.89399732185142,-0.0102199817886097,0.999999998115184,1.88481640386779e-09
"0_605000","0_605000",52801,53176.5431,-5.89634985530502,-0.0102247404493416,0.999999998141847,1.85815299742083e-09
"0_606000","0_606000",52801,53176.7087,-5.8991925875241,-0.0102292332183867,0.999999998173577,1.82642334574617e-09
"0_607000","0_607000",52801,53176.8692,-5.90173185299509,-0.0102335876098163,0.999999998201473,1.7985273254531e-09
"0_608000","0_608000",52801,53177.0322,-5.90460198882781,-0.0102380098132066,0.999999998232504,1.76749565127848e-09
"0_609000","0_609000",52801,53177.1872,-5.90715589202271,-0.0102422149633661,0.999999998259678,1.74032176809031e-09
"0_610000","0_610000",52801,53177.3495,-5.91000220050406,-0.0102466181493964,0.999999998289484,1.71051580542679e-09
"0_611000","0_611000",52801,53177.5178,-5.91306748783828,-0.0102511841007544,0.999999998321027,1.67897254979269e-09
"0_612000","0_612000",52801,53177.6774,-5.91519924111859,-0.0102555140091917,0.99999999834263,1.65737042265926e-09
"0_613000","0_613000",52801,53177.8359,-5.91796161213212,-0.0102598140620406,0.99999999837022,1.62978008801887e-09
"0_614000","0_614000",52801,53177.9943,-5.92074980604219,-0.0102641113891179,0.999999998397615,1.60238547562007e-09
"0_615000","0_615000",52801,53178.1527,-5.92263844764781,-0.0102684087033949,0.999999998415916,1.58408440532256e-09
"0_616000","0_616000",52801,53178.3104,-5.92531417779469,-0.0102726870143,0.999999998441496,1.55850437215825e-09
"0_617000","0_617000",52801,53178.4741,-5.92845707091583,-0.0102771280883567,0.999999998471028,1.52897166106443e-09
"0_618000","0_618000",52801,53178.6312,-5.93098348888122,-0.0102813900958697,0.999999998494372,1.5056274842602e-09
"0_619000","0_619000",52801,53178.7928,-5.93387369439392,-0.0102857741719377,0.999999998520653,1.47934737585086e-09
"0_620000","0_620000",52801,53178.9574,-5.93605018202151,-0.0102902396218607,0.999999998540148,1.45985234017863e-09
"0_621000","0_621000",52802,53179.114,-5.9230778891332,-0.0102671650326576,0.999999998420145,1.57985546085636e-09
"0_622000","0_622000",52802,53179.2705,-5.92587283724943,-0.0102714107115471,0.999999998446785,1.55321455678965e-09
"0_623000","0_623000",52802,53179.432,-5.92840264527017,-0.01027579202203,0.999999998470522,1.52947841344715e-09
"0_624000","0_624000",52802,53179.5956,-5.93064099322847,-0.0102802302895475,0.999999998491228,1.50877169920027e-09
"0_625000","0_625000",52802,53179.7586,-5.93278818206972,-0.0102846522662213,0.999999998510835,1.48916493994053e-09
"0_626000","0_626000",52802,53179.927,-5.93611202587573,-0.0102892207235936,0.999999998540698,1.45930206933448e-09
"0_627000","0_627000",52802,53180.0926,-5.93865966171037,-0.0102937132067592,0.999999998563191,1.43680855438409e-09
"0_628000","0_628000",52802,53180.259,-5.94135150027848,-0.0102982273786509,0.999999998586591,1.41340871996775e-09
"0_629000","0_629000",52802,53180.4176,-5.94385167200199,-0.0103025299355884,0.999999998607992,1.39200769419588e-09
"0_630000","0_630000",52802,53180.5788,-5.9469659455126,-0.0103069030130974,0.999999998634209,1.36579105915265e-09
"0_631000","0_631000",52802,53180.7373,-5.94971852973321,-0.0103112028313464,0.99999999865698,1.34301999401026e-09
"0_632000","0_632000",52802,53180.8953,-5.95186139611162,-0.0103154890727453,0.999999998674451,1.32554925092361e-09
"0_633000","0_633000",52802,53181.0626,-5.95543160472656,-0.0103200275916877,0.999999998703068,1.29693181151475e-09
"0_634000","0_634000",52802,53181.2205,-5.95757411775594,-0.0103243110940784,0.999999998719952,1.28004808578478e-09
"0_635000","0_635000",52802,53181.3836,-5.95959925966095,-0.0103287356484254,0.999999998735714,1.26428619089627e-09
"0_636000","0_636000",52803,53181.55,-5.94653590896894,-0.0103059272346974,0.999999998630618,1.36938237686002e-09
"0_637000","0_637000",52803,53181.7076,-5.94924974948194,-0.0103102025595336,0.999999998653128,1.34687173667942e-09
"0_638000","0_638000",52803,53181.8647,-5.95140828758388,-0.0103144643079127,0.999999998670775,1.32922488386309e-09
"0_639000","0_639000",52803,53182.0219,-5.95382798718744,-0.0103187287564522,0.999999998690289,1.30971057935878e-09
"0_640000","0_640000",52803,53182.1805,-5.95657548521981,-0.0103230311707668,0.999999998712109,1.28789084130318e-09
"0_641000","0_641000",52803,53182.3274,-5.9594049382428,-0.0103270161824157,0.99999999873421,1.26579037861091e-09
"0_642000","0_642000",52803,53182.4694,-5.96170641988837,-0.0103308682594557,0.999999998751913,1.24808663657369e-09
"0_643000","0_643000",52803,53182.6341,-5.96429841302197,-0.0103353361133931,0.999999998771563,1.22843687513696e-09
"0_644000","0_644000",52803,53182.801,-5.96740341880669,-0.0103398636331102,0.999999998794706,1.20529443418668e-09
"0_645000","0_645000",52803,53182.9631,-5.96979104196835,-0.0103442609289528,0.999999998812212,1.18778819299593e-09
"0_646000","0_646000",52803,53183.128,-5.97192980019443,-0.0103487341668009,0.999999998827683,1.17231711699049e-09
"0_647000","0_647000",52803,53183.2934,-5.97465519140267,-0.010353220954203,0.999999998847113,1.15288672578707e-09
"0_648000","0_648000",52803,53183.4563,-5.97790275308527,-0.0103576399107438,0.999999998869857,1.13014294250792e-09
"0_649000","0_649000",52803,53183.6123,-5.98017959411619,-0.0103618716796427,0.999999998885541,1.11445869129886e-09
"0_650000","0_650000",52803,53183.7758,-5.98255387490505,-0.0103663068856471,0.999999998901671,1.09832909229202e-09
"0_651000","0_651000",52803,53183.9397,-5.98593773620717,-0.0103707529286234,0.999999998924267,1.07573332871989e-09
"0_652000","0_652000",52803,53184.0997,-5.98816039225381,-0.0103750931648041,0.999999998938861,1.06113861884625e-09
"0_653000","0_653000",52803,53184.262,-5.99076694873701,-0.01037949577854,0.999999998955731,1.04426874124528e-09
"0_654000","0_654000",52803,53184.4327,-5.99335243528131,-0.0103841262394883,0.999999998972206,1.02779346153635e-09
"0_655000","0_655000",52803,53184.5945,-5.99562666102179,-0.0103885152625671,0.999999998986489,1.01351114706928e-09
"0_656000","0_656000",52803,53184.757,-5.99830953845179,-0.0103929232605634,0.999999999003089,9.96910951418574e-10
"0_657000","0_657000",52803,53184.9258,-6.0010185778015,-0.0103975021389898,0.999999999019582,9.80417759440151e-10
"0_658000","0_658000",52803,53185.0813,-6.00378652920054,-0.0104017202279979,0.999999999036159,9.63840567711317e-10
"0_659000","0_659000",52803,53185.2427,-6.00623434224644,-0.0104060983472109,0.999999999050592,9.49408453431513e-10
"0_660000","0_660000",52803,53185.4063,-6.00916646657029,-0.0104105361298306,0.999999999067602,9.32397882239888e-10
"0_661000","0_661000",52803,53185.5705,-6.01160463745534,-0.0104149901742108,0.999999999081521,9.18479410181927e-10
"0_662000","0_662000",52803,53185.7312,-6.01426445386098,-0.010419349265232,0.999999999096473,9.03526531407395e-10
"0_663000","0_663000",52803,53185.8877,-6.01666713777706,-0.0104235944158883,0.999999999109777,8.90223288837237e-10
"0_664000","0_664000",52803,53186.0529,-6.0195284202686,-0.0104280755453931,0.99999999912537,8.74629716086812e-10
"0_665000","0_665000",52803,53186.2189,-6.02247240220189,-0.010432578361263,0.999999999141137,8.58863331397102e-10
"0_666000","0_666000",52803,53186.3744,-6.02516645405889,-0.0104367963477179,0.999999999155322,8.44678345836849e-10
"0_667000","0_667000",52803,53186.5356,-6.02711428784216,-0.010441168935449,0.999999999165435,8.34564889214235e-10
"0_668000","0_668000",52803,53186.6967,-6.02968613768582,-0.0104455387974164,0.999999999178608,8.21392039062544e-10
"0_669000","0_669000",52803,53186.8606,-6.03251129877503,-0.0104499845962258,0.999999999192845,8.07155261593262e-10
"0_670000","0_670000",52803,53187.0243,-6.03520141487031,-0.0104544249563463,0.999999999206177,7.93822676264653e-10
"0_671000","0_671000",52803,53187.1846,-6.03817509654961,-0.0104587730782728,0.999999999220666,7.79334416912384e-10
"0_672000","0_672000",52803,53187.3518,-6.0406440909552,-0.0104633083480657,0.999999999232499,7.67501169603876e-10
"0_673000","0_673000",52803,53187.5221,-6.04369216026771,-0.0104679276901425,0.999999999246866,7.53133915477643e-10
"0_674000","0_674000",52803,53187.6844,-6.04632354983952,-0.0104723300205884,0.999999999259058,7.40941797993556e-10
"0_675000","0_675000",52803,53187.848,-6.04866010762218,-0.0104767675994821,0.999999999269723,7.30277137692525e-10
"0_676000","0_676000",52803,53188.0045,-6.05102490649944,-0.010481012581188,0.999999999280364,7.19635957523023e-10
"0_677000","0_677000",52803,53188.1365,-6.05268027125484,-0.0104845930033317,0.999999999287723,7.12277186979484e-10
"0_678000","0_678000",52803,53188.2761,-6.05506278240896,-0.010488379561325,0.999999999298186,7.01814549856593e-10
"0_679000","0_679000",52803,53188.4194,-6.05708192335714,-0.0104922664690424,0.999999999306935,6.930650254952e-10
"0_680000","0_680000",52803,53188.5593,-6.05894517083747,-0.010496061144144,0.999999999314915,6.85085417220418e-10
"0_681000","0_681000",52803,53188.7001,-6.06116597535942,-0.0104998802209448,0.999999999324308,6.75691452819763e-10
"0_682000","0_682000",52803,53188.8448,-6.06350432418608,-0.0105038050712994,0.999999999334064,6.65935996357805e-10
"0_683000","0_683000",52803,53188.9807,-6.0655406434406,-0.0105074912202715,0.999999999342447,6.57552534839813e-10
"0_684000","0_684000",52803,53189.1195,-6.06799542113559,-0.0105112560190657,0.999999999352417,6.47582986109017e-10
"0_685000","0_685000",52803,53189.2656,-6.06998046409344,-0.0105152188117941,0.999999999360371,6.39629053945205e-10
"0_686000","0_686000",52803,53189.4116,-6.07249320271915,-0.0105191788812651,0.999999999370303,6.29697155542789e-10
"0_687000","0_687000",52803,53189.5505,-6.07407381886902,-0.0105229463619252,0.999999999376473,6.23526781386352e-10
"0_688000","0_688000",52803,53189.6976,-6.07675495835946,-0.0105269362461237,0.999999999386805,6.1319473928383e-10
"0_689000","0_689000",52803,53189.835,-6.07887492971327,-0.0105306630212611,0.999999999394856,6.05143553659247e-10
"0_690000","0_690000",52803,53189.9741,-6.08171205370296,-0.0105344358966195,0.99999999940547,5.94529852228299e-10
"0_691000","0_691000",52803,53190.1255,-6.08388519014975,-0.0105385423795053,0.999999999413477,5.86523090975428e-10
"0_692000","0_692000",52803,53190.289,-6.08614446152195,-0.0105429770424136,0.99999999942169,5.78310449501522e-10
"0_693000","0_693000",52803,53190.4248,-6.08810826496048,-0.0105466603789801,0.999999999428737,5.71263022832349e-10
"0_694000","0_694000",52803,53190.5719,-6.0903490816665,-0.0105506501975962,0.999999999436676,5.63323744869513e-10
"0_695000","0_695000",52803,53190.7066,-6.09285061706729,-0.0105543036792002,0.999999999445412,5.54587791689494e-10
"0_696000","0_696000",52803,53190.8482,-6.09557359812041,-0.010558144300221,0.999999999454771,5.45228635664734e-10
"0_697000","0_697000",52803,53190.9861,-6.09782181708159,-0.0105618845562045,0.999999999462382,5.37617504655963e-10
"0_698000","0_698000",52803,53191.1347,-6.09998096001157,-0.0105659150169899,0.999999999469595,5.30405502441177e-10
"0_699000","0_699000",52803,53191.2789,-6.10185025157906,-0.0105698261263143,0.999999999475762,5.24237922808686e-10
"0_7e+05","0_7e+05",52803,53191.4306,-6.10511787793528,-0.0105739406452758,0.999999999486376,5.13624193253169e-10
"0_701000","0_701000",52803,53191.5716,-6.10718157139201,-0.0105777649404463,0.999999999492971,5.07029278697766e-10
"0_702000","0_702000",52803,53191.7166,-6.10973071775195,-0.0105816977156869,0.999999999501003,4.98996926245543e-10
"0_703000","0_703000",52803,53191.864,-6.11169038256364,-0.0105856955741502,0.999999999507094,4.92906519619486e-10
"0_704000","0_704000",52803,53192.0098,-6.11423520074744,-0.0105896500256934,0.999999999514894,4.85105618321285e-10
"0_705000","0_705000",52803,53192.1541,-6.11638758873521,-0.0105935637829063,0.999999999521398,4.78601760446963e-10
"0_706000","0_706000",52803,53192.2962,-6.11905660524464,-0.0105974178605413,0.999999999529345,4.70654825255593e-10
"0_707000","0_707000",52803,53192.4379,-6.12182355318878,-0.0106012610790073,0.999999999537448,4.62552181157582e-10
"0_708000","0_708000",52803,53192.5807,-6.12364826915604,-0.0106051341215569,0.999999999542717,4.57283346621909e-10
"0_709000","0_709000",52803,53192.7156,-6.12603752559775,-0.010608792889597,0.999999999549527,4.50472830301643e-10
"0_710000","0_710000",52803,53192.851,-6.12823172690254,-0.0106124652093446,0.999999999555695,4.44305516491163e-10
"0_711000","0_711000",52803,53192.9972,-6.13089884872118,-0.0106164304362716,0.99999999956308,4.36919764371018e-10
"0_712000","0_712000",52803,53193.1381,-6.13367187312893,-0.0106202519066293,0.999999999570632,4.29367739466002e-10
"0_713000","0_713000",52803,53193.2781,-6.13580730047586,-0.0106240489572857,0.999999999576361,4.23639053640089e-10
"0_714000","0_714000",52803,53193.4207,-6.1378717264438,-0.0106279165143234,0.999999999581828,4.1817174533029e-10
"0_715000","0_715000",52803,53193.5622,-6.14007956290927,-0.0106317542272224,0.999999999587599,4.12400794628819e-10
"0_716000","0_716000",52803,53193.7089,-6.14292245616382,-0.0106357329619021,0.999999999594916,4.05084202753853e-10
"0_717000","0_717000",52803,53193.8536,-6.14501930022209,-0.0106396574426875,0.999999999600231,3.99768961803063e-10
"0_718000","0_718000",52803,53193.9992,-6.14784962866906,-0.0106436063220458,0.999999999607298,3.92702188161814e-10
"0_719000","0_719000",52803,53194.1406,-6.15009661920321,-0.0106474412810773,0.999999999612821,3.87178799341507e-10
"0_720000","0_720000",52803,53194.2879,-6.15297806019708,-0.0106514362452387,0.999999999619793,3.80206641671917e-10
"0_721000","0_721000",52803,53194.4262,-6.15522273315594,-0.0106551871078343,0.99999999962514,3.74860265213841e-10
"0_722000","0_722000",52803,53194.5711,-6.15783147341499,-0.0106591169599192,0.999999999631261,3.68738856654973e-10
"0_723000","0_723000",52804,53194.7128,-6.14452979997715,-0.0106356380554278,0.999999999598996,4.01003664510432e-10
"0_724000","0_724000",52804,53194.8588,-6.14677983665503,-0.0106395977193836,0.999999999604641,3.95358806724398e-10
"0_725000","0_725000",52804,53195.0012,-6.14965743965626,-0.0106434597373207,0.999999999611748,3.88252366506087e-10
"0_726000","0_726000",52804,53195.1524,-6.15324768393756,-0.010647560407971,0.99999999962044,3.79560540670497e-10
"0_727000","0_727000",52805,53195.3029,-6.1403142362512,-0.0106243206412778,0.999999999588208,4.11791980558414e-10
"0_728000","0_728000",52805,53195.465,-6.14354282043738,-0.0106287169036742,0.999999999596495,4.03504517164332e-10
"0_729000","0_729000",52805,53195.627,-6.14582354355147,-0.0106331104406186,0.999999999602252,3.97748405924026e-10
"0_730000","0_730000",52805,53195.7847,-6.14814252257182,-0.0106373873461377,0.999999999608022,3.9197788502707e-10
"0_731000","0_731000",52805,53195.9499,-6.15106070989011,-0.0106418676419361,0.999999999615168,3.84832240668446e-10
"0_732000","0_732000",52805,53196.1061,-6.15371647136847,-0.0106461038410257,0.99999999962156,3.78439731442932e-10
"0_733000","0_733000",52805,53196.2724,-6.15654344701786,-0.0106506139420065,0.999999999628251,3.71748923443044e-10
"0_734000","0_734000",52805,53196.4345,-6.15955547566934,-0.0106550101242815,0.999999999635253,3.64747114761935e-10
"0_735000","0_735000",52805,53196.5923,-6.16195651932061,-0.0106592896768854,0.999999999640742,3.59257915187912e-10
"0_736000","0_736000",52805,53196.7567,-6.16429432118875,-0.0106637482086819,0.999999999646009,3.53990765457072e-10
"0_737000","0_737000",52805,53196.9139,-6.16683918969605,-0.0106680114634253,0.999999999651657,3.48342719903327e-10
"0_738000","0_738000",52805,53197.0787,-6.16975500533566,-0.0106724808161947,0.999999999658021,3.41979430313783e-10
"0_739000","0_739000",52805,53197.2381,-6.17269999820636,-0.0106768037085529,0.999999999664332,3.35667619176372e-10
"0_740000","0_740000",52805,53197.401,-6.17617368424873,-0.0106812215067454,0.999999999671631,3.28368693969296e-10
"0_741000","0_741000",52805,53197.5605,-6.17907073403576,-0.0106855470848701,0.9999999996776,3.22400017984748e-10
