"","condition","observe","expect","z_score","log2FC","upper.p","lower.p"
"0_258000","0_258000",52723,52913.2457,-2.91242791907669,-0.00519645170763911,0.998206845197645,0.00179315480235456
"0_259000","0_259000",52723,52915.0454,-2.94089932542259,-0.00524552021736097,0.998363695610527,0.00163630438947344
"0_260000","0_260000",52723,52916.8202,-2.96920534799882,-0.00529390819851,0.998507145001957,0.00149285499804323
"0_261000","0_261000",52724,52918.5146,-2.98003865408685,-0.00531273923174064,0.998558939938023,0.0014410600619773
"0_262000","0_262000",52724,52920.212,-3.00675752335807,-0.00535901398657332,0.998679748539336,0.00132025146066356
"0_263000","0_263000",52724,52921.8978,-3.03316414240382,-0.00540497103154787,0.998789980363199,0.00121001963680106
"0_264000","0_264000",52725,52923.5746,-3.04354116445193,-0.0054233183763171,0.998830942747872,0.00116905725212767
"0_265000","0_265000",52725,52925.2615,-3.07067008063244,-0.00546930248638111,0.998932104975149,0.00106789502485133
"0_266000","0_266000",52725,52926.9196,-3.09712514247074,-0.005514500093509,0.999022963186427,0.000977036813573287
"0_267000","0_267000",52725,52928.5735,-3.12346473467564,-0.00555958180364868,0.99910632358634,0.000893676413660368
"0_268000","0_268000",52725,52930.2417,-3.14864427612494,-0.00560505187362566,0.99917985134506,0.000820148654940217
"0_269000","0_269000",52725,52931.9176,-3.17429641292321,-0.00565073037924497,0.999248998910572,0.000751001089428285
"0_270000","0_270000",52725,52933.5605,-3.19934363566749,-0.00569550802962556,0.999311295587226,0.00068870441277372
"0_271000","0_271000",52725,52935.1958,-3.22397961736577,-0.00574007715999053,0.999367888011528,0.000632111988472183
"0_272000","0_272000",52725,52936.8091,-3.25020610112613,-0.00578404534424922,0.99942339300667,0.000576606993330396
"0_273000","0_273000",52729,52938.4244,-3.21402249220446,-0.00571862029636044,0.999345552900722,0.000654447099277508
"0_274000","0_274000",52730,52940.0652,-3.22474426397038,-0.00573597491304885,0.99936957377828,0.000630426221720472
"0_275000","0_275000",52733,52941.6327,-3.20382875500846,-0.00569661318032051,0.999321934438553,0.000678065561447504
"0_276000","0_276000",52734,52943.1945,-3.21327141612131,-0.00571181442472479,0.999343838942803,0.000656161057196964
"0_277000","0_277000",52734,52944.7282,-3.23687731419875,-0.00575360694133941,0.999395773233348,0.000604226766651919
"0_278000","0_278000",52734,52946.2916,-3.26185567488436,-0.00579620752128182,0.999446572594579,0.000553427405421165
"0_279000","0_279000",52737,52947.839,-3.23961395111062,-0.00575629931671694,0.999401541848707,0.000598458151292575
"0_280000","0_280000",52737,52949.3511,-3.26382346043334,-0.0057974996388298,0.999450401833635,0.000549598166364887
"0_281000","0_281000",52738,52950.8892,-3.27325024880246,-0.00581205102663366,0.999468408489816,0.000531591510184022
"0_282000","0_282000",52738,52952.4227,-3.2969521238008,-0.00585383202112154,0.999511299197075,0.000488700802925283
"0_283000","0_283000",52738,52953.9449,-3.32187306070937,-0.00589530394469243,0.999552923187609,0.000447076812390558
"0_284000","0_284000",52738,52955.4444,-3.34445330338773,-0.00593615624736844,0.999587775462755,0.000412224537245385
"0_285000","0_285000",52738,52956.9705,-3.36864028103097,-0.00597773205137854,0.99962230027164,0.000377699728360252
"0_286000","0_286000",52739,52958.4804,-3.37745073109392,-0.00599150970410686,0.999634194708983,0.000365805291017495
"0_287000","0_287000",52739,52959.9675,-3.40095077132161,-0.00603202071683384,0.99966424040123,0.00033575959877027
"0_288000","0_288000",52740,52961.4441,-3.40821885492465,-0.0060448894529352,0.999673057861134,0.000326942138866446
"0_289000","0_289000",52741,52962.9285,-3.41586254340375,-0.00605797005604565,0.999682098339216,0.000317901660784387
"0_290000","0_290000",52743,52964.4153,-3.4076416117582,-0.00604376185986933,0.999672365514833,0.000327634485167528
"0_291000","0_291000",52743,52965.8939,-3.42911705954386,-0.00608403680862977,0.999697225854376,0.000302774145623991
"0_292000","0_292000",52743,52967.4047,-3.45239184233247,-0.00612518767802996,0.999722179907761,0.000277820092238654
"0_293000","0_293000",52745,52968.8836,-3.44466464011479,-0.00611076296427755,0.999714115847467,0.000285884152532864
"0_294000","0_294000",52746,52970.3599,-3.4526317123224,-0.0061236198706879,0.999722426810639,0.000277573189360464
"0_295000","0_295000",52747,52971.8295,-3.46026929078642,-0.00613629369962783,0.999730182284633,0.000269817715367156
"0_296000","0_296000",52749,52973.2944,-3.45278639744124,-0.00612148848833596,0.999722585922648,0.000277414077352443
"0_297000","0_297000",52750,52974.7481,-3.4597025489682,-0.00613372864086268,0.99972961380274,0.000270386197260446
"0_298000","0_298000",52750,52976.1743,-3.4822418236203,-0.00617256873061053,0.999751382781153,0.000248617218846549
"0_299000","0_299000",52752,52977.589,-3.47272132457753,-0.00615639630362959,0.999742394992335,0.000257605007664753
"0_3e+05","0_3e+05",52753,52979.0083,-3.47870944763352,-0.00616769804076167,0.999748082730139,0.000251917269861154
"0_301000","0_301000",52754,52980.3972,-3.48594104294129,-0.00617817144685458,0.999754795462641,0.000245204537359121
"0_302000","0_302000",52754,52981.7404,-3.50708096306632,-0.0062147473035317,0.999773474359291,0.000226525640709106
"0_303000","0_303000",52754,52983.0833,-3.5273683444441,-0.00625131406413876,0.999790143784026,0.000209856215974141
"0_304000","0_304000",52754,52984.3923,-3.54734861719285,-0.00628695684600049,0.999805435345692,0.000194564654307921
"0_305000","0_305000",52754,52985.7252,-3.56877153829012,-0.00632324949652259,0.999820670497325,0.00017932950267454
"0_306000","0_306000",52755,52987.0758,-3.57457142776675,-0.00633267582131106,0.999824598980908,0.00017540101909219
"0_307000","0_307000",52756,52988.4198,-3.58093036464119,-0.00634192203154321,0.999828813548907,0.000171186451093171
"0_308000","0_308000",52756,52989.7626,-3.60145491882001,-0.00637848146023194,0.999841779349748,0.000158220650251894
"0_309000","0_309000",52757,52991.0953,-3.60715072694399,-0.00638741868830222,0.999845211078085,0.000154788921915016
"0_310000","0_310000",52757,52992.4297,-3.6287440866495,-0.0064237475849428,0.999857598303492,0.000142401696507604
"0_311000","0_311000",52757,52993.7643,-3.65027707430327,-0.00646008101157144,0.99986902121081,0.000130978789190062
"0_312000","0_312000",52758,52995.0917,-3.65512203064046,-0.0064688717352913,0.999871470162473,0.00012852983752714
"0_313000","0_313000",52758,52996.3802,-3.67590513057914,-0.0065039483792317,0.999881496203338,0.000118503796662369
"0_314000","0_314000",52758,52997.6626,-3.69651921421036,-0.00653885811701803,0.999890712138224,0.000109287861775697
"0_315000","0_315000",52758,52998.9765,-3.7165139598718,-0.00657462447773297,0.999899004757227,0.000100995242773209
"0_316000","0_316000",52759,53000.2793,-3.72094721417295,-0.00658274254138226,0.999900761537216,9.92384627843013e-05
"0_317000","0_317000",52759,53001.5622,-3.74022256226573,-0.00661766332090559,0.999908071307715,9.1928692284576e-05
"0_318000","0_318000",52761,53002.7996,-3.72943362294131,-0.00659665581057995,0.999904044674567,9.595532543282e-05
"0_319000","0_319000",52761,53004.0561,-3.74904887659621,-0.00663085635934623,0.999911246754063,8.87532459373357e-05
"0_320000","0_320000",52762,53005.3061,-3.75346422790624,-0.00663753547296347,0.999912796284446,8.7203715553977e-05
"0_321000","0_321000",52762,53006.5425,-3.77319857906026,-0.00667118733682951,0.99991941604716,8.0583952840378e-05
"0_322000","0_322000",52763,53007.7742,-3.77697649804763,-0.00667736730782877,0.999920628147884,7.93718521162056e-05
"0_323000","0_323000",52763,53008.9509,-3.794591820373,-0.00670939280669393,0.999926056726694,7.39432733058273e-05
"0_324000","0_324000",52763,53010.1445,-3.81343106970927,-0.00674187753587189,0.999931474618782,6.85253812177599e-05
"0_325000","0_325000",52763,53011.3447,-3.83097873156045,-0.00677454115154464,0.99993618273044,6.38172695596748e-05
"0_326000","0_326000",52763,53012.5266,-3.85072785028705,-0.00680670600740194,0.999941116345945,5.888365405502e-05
"0_327000","0_327000",52765,53013.6928,-3.83784411324679,-0.00678375806768483,0.999937940384175,6.20596158244791e-05
"0_328000","0_328000",52765,53014.8703,-3.85565373622563,-0.00681580176159246,0.999942289616559,5.77103834414657e-05
"0_329000","0_329000",52765,53016.0528,-3.87541220324366,-0.00684798080589472,0.999946777822543,5.32221774571389e-05
"0_330000","0_330000",52765,53017.2231,-3.89407032500006,-0.00687982714832053,0.999950711974397,4.92880256029843e-05
"0_331000","0_331000",52765,53018.3716,-3.91185526088327,-0.00691107958311302,0.999954205099699,4.57949003013376e-05
"0_332000","0_332000",52765,53019.5299,-3.93014054353424,-0.00694259800515449,0.999957551888171,4.24481118286871e-05
"0_333000","0_333000",52766,53020.656,-3.93171491966006,-0.00694589794009297,0.999957828976459,4.21710235405787e-05
"0_334000","0_334000",52766,53021.7923,-3.95028613627819,-0.00697681639588684,0.999960971090594,3.90289094060259e-05
"0_335000","0_335000",52766,53022.9161,-3.96892245336302,-0.00700739407791324,0.999963900814747,3.60991852532747e-05
"0_336000","0_336000",52766,53024.0575,-3.98697363477604,-0.00703844997821536,0.999966539270524,3.34607294760266e-05
"0_337000","0_337000",52766,53025.1777,-4.00429455566165,-0.00706892840612324,0.999968898589405,3.11014105950122e-05
"0_338000","0_338000",52766,53026.2824,-4.02148230355118,-0.00709898447909416,0.999971083473252,2.89165267484638e-05
"0_339000","0_339000",52766,53027.3313,-4.03731697948968,-0.00712752179669511,0.999972967002722,2.70329972777233e-05
"0_340000","0_340000",52766,53028.3754,-4.05419401752896,-0.00715592796057081,0.999974846274505,2.51537254946949e-05
"0_341000","0_341000",52766,53029.3991,-4.07046286187409,-0.00718377857162446,0.999976540089561,2.34599104387285e-05
"0_342000","0_342000",52767,53030.3792,-4.07056981300651,-0.00718310138776811,0.99997655085819,2.3449141810102e-05
"0_343000","0_343000",52769,53031.3697,-4.05591250550692,-0.00715536707614662,0.999975030523904,2.49694760955784e-05
"0_344000","0_344000",52769,53032.3475,-4.07132510905888,-0.00718196744898398,0.999976626773646,2.33732263544519e-05
"0_345000","0_345000",52769,53033.3135,-4.08777491651831,-0.00720824632937549,0.999978223479595,2.17765204049442e-05
"0_346000","0_346000",52769,53034.2814,-4.10268718111936,-0.00723457641692823,0.999979581038546,2.04189614539843e-05
"0_347000","0_347000",52769,53035.2427,-4.11820587925572,-0.00726072648698118,0.999980908324917,1.90916750826397e-05
"0_348000","0_348000",52769,53036.2096,-4.13440394314547,-0.00728702841468793,0.999982206147023,1.77938529772905e-05
"0_349000","0_349000",52769,53037.1684,-4.148469313989,-0.00731310953006911,0.999983264714982,1.67352850176668e-05
"0_350000","0_350000",52769,53038.079,-4.16192453902953,-0.00733787908067523,0.99998422116782,1.57788321800446e-05
"0_351000","0_351000",52769,53039.0173,-4.17751910063383,-0.00736340166385514,0.999985264703869,1.47352961309691e-05
"0_352000","0_352000",52769,53039.9369,-4.19223129737379,-0.00738841515252766,0.999986188792133,1.38112078674339e-05
"0_353000","0_353000",52769,53040.8618,-4.20753754892335,-0.00741357236589144,0.999987091574219,1.2908425781322e-05
"0_354000","0_354000",52770,53041.8118,-4.20783521372801,-0.00741207227829907,0.999987108561629,1.28914383709644e-05
"0_355000","0_355000",52770,53042.7624,-4.22310183798232,-0.00743792760959939,0.999987951856306,1.20481436936369e-05
"0_356000","0_356000",52770,53043.6679,-4.23674936330689,-0.00746255583690178,0.99998866104812,1.13389518797407e-05
"0_357000","0_357000",52771,53044.5656,-4.23585330754091,-0.0074596324566541,0.999988615730521,1.13842694789386e-05
"0_358000","0_358000",52772,53045.4583,-4.23458273034427,-0.00745657319461266,0.9999885511761,1.14488239004763e-05
"0_359000","0_359000",52772,53046.3552,-4.2487393907377,-0.00748096627716103,0.999989251158256,1.07488417440116e-05
"0_360000","0_360000",52773,53047.2578,-4.24581050876235,-0.00747817595857031,0.999989109767604,1.08902323955358e-05
"0_361000","0_361000",52773,53048.1688,-4.26115236557098,-0.00750295167651397,0.999989831224264,1.01687757358509e-05
"0_362000","0_362000",52773,53049.0642,-4.27528426277843,-0.00752730271947946,0.99999045532136,9.54467863959703e-06
"0_363000","0_363000",52773,53049.9708,-4.28923987666828,-0.00755195793569514,0.999991035717201,8.96428279898224e-06
"0_364000","0_364000",52773,53050.893,-4.30258777788523,-0.00757703696557443,0.999991559262183,8.44073781659634e-06
"0_365000","0_365000",52773,53051.7943,-4.3174138007235,-0.00760154720322219,0.999992106598542,7.89340145812613e-06
"0_366000","0_366000",52774,53052.71,-4.31729880492691,-0.00759911112236035,0.999992102486459,7.89751354069959e-06
"0_367000","0_367000",52774,53053.6114,-4.33162730421859,-0.00762362323988054,0.999992599433567,7.40056643349435e-06
"0_368000","0_368000",52774,53054.516,-4.34654883740912,-0.00764822195754703,0.999993085186494,6.91481350597885e-06
"0_369000","0_369000",52775,53055.436,-4.34625508137195,-0.00764590204380504,0.99999307592411,6.92407588964742e-06
"0_370000","0_370000",52775,53056.353,-4.36111080559098,-0.00767083709324667,0.999993529809533,6.47019046705634e-06
"0_371000","0_371000",52775,53057.2688,-4.37618547243054,-0.00769573908219147,0.999993961287142,6.03871285824518e-06
"0_372000","0_372000",52775,53058.1721,-4.39016490654277,-0.00772030075614612,0.999994336763385,5.66323661503231e-06
"0_373000","0_373000",52775,53059.0656,-4.40435282069428,-0.00774459554645542,0.999994694992776,5.30500722424519e-06
"0_374000","0_374000",52775,53059.9542,-4.41751986729242,-0.0077687566971291,0.999995008005195,4.99199480495412e-06
"0_375000","0_375000",52775,53060.8002,-4.43035883183626,-0.00779175917221547,0.999995296179217,4.70382078292293e-06
"0_376000","0_376000",52775,53061.6446,-4.44399094723084,-0.00781471777809469,0.999995584733915,4.41526608525336e-06
"0_377000","0_377000",52775,53062.4403,-4.45774789918574,-0.00783635193296431,0.999995858738634,4.14126136587586e-06
"0_378000","0_378000",52775,53063.2502,-4.47134845070093,-0.00785837183612123,0.9999961136034,3.88639659955185e-06
"0_379000","0_379000",52776,53064.0396,-4.4685993048862,-0.00785249759894621,0.999996063327039,3.9366729611575e-06
"0_380000","0_380000",52776,53064.8383,-4.48189686184073,-0.0078742123395897,0.99999630087507,3.69912493033016e-06
"0_381000","0_381000",52776,53065.6389,-4.49426274489664,-0.00789597840868162,0.999996509430559,3.49056944087648e-06
"0_382000","0_382000",52777,53066.4288,-4.49174090028135,-0.00789011731667198,0.999996467833268,3.53216673184238e-06
"0_383000","0_383000",52778,53067.2284,-4.48969601707497,-0.00788452012889255,0.999996433755681,3.56624431908827e-06
"0_384000","0_384000",52778,53068.0345,-4.50261979642608,-0.00790643473937565,0.999996643955114,3.35604488619161e-06
"0_385000","0_385000",52778,53068.8533,-4.51498010329151,-0.00792869427089182,0.999996833864463,3.16613553666477e-06
"0_386000","0_386000",52778,53069.6586,-4.52932545339539,-0.00795058646243753,0.999997041385304,2.95861469612565e-06
"0_387000","0_387000",52778,53070.4752,-4.54296599076361,-0.00797278550681839,0.999997226589843,2.77341015684306e-06
"0_388000","0_388000",52779,53071.2848,-4.54076421913267,-0.00796745902054233,0.999997197465656,2.80253434382947e-06
"0_389000","0_389000",52779,53072.0994,-4.55433900035776,-0.00798960301734781,0.99999737247232,2.62752767973009e-06
"0_390000","0_390000",52779,53072.9047,-4.5683132252878,-0.00801149386989063,0.999997541675421,2.45832457913935e-06
"0_391000","0_391000",52779,53073.7221,-4.58146062338955,-0.00803371330280142,0.999997691302229,2.30869777102036e-06
"0_392000","0_392000",52779,53074.5378,-4.59371124623239,-0.00805588618337397,0.99999782284102,2.17715897983359e-06
"0_393000","0_393000",52780,53075.3411,-4.59097110911068,-0.00805038728365747,0.999997794057946,2.2059420544437e-06
"0_394000","0_394000",52780,53076.1312,-4.60329262334864,-0.00807186363866476,0.999997920683652,2.07931634770019e-06
"0_395000","0_395000",52781,53076.9306,-4.60134551882797,-0.00806625859461388,0.999997901147862,2.09885213841633e-06
"0_396000","0_396000",52781,53077.7321,-4.61403511381683,-0.00808804416758611,0.999998025371701,1.97462829878042e-06
"0_397000","0_397000",52781,53078.5486,-4.62579294661402,-0.00811023711732278,0.999998134160244,1.86583975614499e-06
"0_398000","0_398000",52781,53079.368,-4.63902887289105,-0.00813250854755414,0.99999824974924,1.75025075980174e-06
"0_399000","0_399000",52782,53080.1735,-4.63694116746533,-0.00812706849159243,0.999998231984976,1.7680150239355e-06
"0_4e+05","0_4e+05",52782,53080.9977,-4.64927621734609,-0.00814946969985504,0.999998334490633,1.66550936722942e-06
"0_401000","0_401000",52782,53081.8396,-4.66385211572332,-0.00817235162324454,0.999998448277779,1.55172222099349e-06
"0_402000","0_402000",52782,53082.6632,-4.67714091293367,-0.00819473582143446,0.999998545488177,1.45451182261941e-06
"0_403000","0_403000",52782,53083.4584,-4.69052237721035,-0.00821634782118067,0.999998637457888,1.36254211247049e-06
"0_404000","0_404000",52782,53084.2653,-4.70358554756666,-0.00823827747339386,0.999998721840441,1.27815955945366e-06
"0_405000","0_405000",52782,53085.0953,-4.71662435076432,-0.00826083458171966,0.999998801050836,1.19894916399052e-06
"0_406000","0_406000",52782,53085.9061,-4.72923541121565,-0.0082828695465171,0.999998873165263,1.12683473716595e-06
"0_407000","0_407000",52782,53086.7195,-4.74230125715485,-0.0083049748328777,0.999998943479565,1.05652043489892e-06
"0_408000","0_408000",52782,53087.5202,-4.75529439767876,-0.00832673464811221,0.999999009212808,9.90787192005858e-07
"0_409000","0_409000",52782,53088.3082,-4.76785061628324,-0.00834814900784675,0.999999068991189,9.31008811318128e-07
"0_410000","0_410000",52782,53089.1031,-4.77985000308065,-0.00836975055706494,0.999999122869871,8.77130128560381e-07
"0_411000","0_411000",52782,53089.8879,-4.79197626175735,-0.00839107731968431,0.999999174267766,8.2573223375799e-07
"0_412000","0_412000",52782,53090.695,-4.80501374790644,-0.00841300975093908,0.99999922629564,7.73704359773183e-07
"0_413000","0_413000",52782,53091.4791,-4.81678035322526,-0.00843431685245897,0.999999270534342,7.29465657775716e-07
"0_414000","0_414000",52782,53092.2614,-4.83028181666043,-0.00845557472725603,0.999999318300298,6.81699702239653e-07
"0_415000","0_415000",52782,53093.0437,-4.84307529950858,-0.00847683228882633,0.999999360775944,6.39224055766518e-07
"0_416000","0_416000",52782,53093.8513,-4.85565160518737,-0.00849877700272048,0.999999400042455,5.99957545464425e-07
"0_417000","0_417000",52782,53094.647,-4.86886929599941,-0.00852039803442222,0.999999438806945,5.61193054849877e-07
"0_418000","0_418000",52782,53095.4283,-4.88051779633257,-0.00854162746913703,0.999999470961676,5.29038324521288e-07
"0_419000","0_419000",52782,53096.2282,-4.89302256211608,-0.00856336197825497,0.999999503504911,4.96495088754361e-07
"0_420000","0_420000",52782,53096.9904,-4.90497507008183,-0.00858407181593921,0.999999532803969,4.67196030943434e-07
"0_421000","0_421000",52782,53097.7248,-4.91678295095368,-0.00860402601490391,0.999999560109988,4.39890011616683e-07
"0_422000","0_422000",52782,53098.4302,-4.92721148194434,-0.00862319200225732,0.999999582942704,4.17057296426702e-07
"0_423000","0_423000",52782,53099.1385,-4.93888400238929,-0.008642436527532,0.999999607145347,3.92854652537904e-07
"0_424000","0_424000",52782,53099.8504,-4.9504997514766,-0.00866177860621405,0.999999629884241,3.70115758951952e-07
"0_425000","0_425000",52782,53100.5254,-4.96144669116455,-0.0086801178850587,0.999999650149627,3.49850372708273e-07
"0_426000","0_426000",52782,53101.1746,-4.97208259692867,-0.00869775597598485,0.999999668812641,3.31187359136999e-07
"0_427000","0_427000",52782,53101.8322,-4.98335591450242,-0.00871562206636198,0.999999687545742,3.12454257617682e-07
"0_428000","0_428000",52782,53102.4696,-4.99355867147557,-0.00873293913927682,0.999999703616166,2.96383834460725e-07
"0_429000","0_429000",52783,53103.1211,-4.98818953624415,-0.00872330624149049,0.999999695261205,3.04738795015918e-07
"0_430000","0_430000",52783,53103.7729,-4.99880347896318,-0.00874101410568379,0.999999711564206,2.88435794457278e-07
"0_431000","0_431000",52783,53104.4357,-5.00929634369145,-0.00875902059097737,0.999999726852998,2.73147002215735e-07
"0_432000","0_432000",52783,53105.0812,-5.02006904683314,-0.00877655686599471,0.999999741735452,2.5826454778397e-07
"0_433000","0_433000",52783,53105.7262,-5.02995541372005,-0.00879407934462297,0.999999754703047,2.45296952793531e-07
"0_434000","0_434000",52783,53106.3863,-5.04120166396361,-0.0088120118190665,0.999999768691183,2.31308816938675e-07
"0_435000","0_435000",52784,53107.0385,-5.03617441507187,-0.00880239714977103,0.999999762536077,2.37463923186309e-07
"0_436000","0_436000",52784,53107.6761,-5.0474522443333,-0.00881971795812667,0.999999776129681,2.23870319083068e-07
"0_437000","0_437000",52784,53108.3245,-5.05715369276334,-0.0088373319420697,0.999999787219869,2.12780131049783e-07
"0_438000","0_438000",52784,53108.9672,-5.06824537266303,-0.00885479087155196,0.999999799250191,2.00749809366583e-07
"0_439000","0_439000",52784,53109.6308,-5.07917231283108,-0.00887281732731711,0.999999810458616,1.89541384480823e-07
"0_440000","0_440000",52784,53110.2727,-5.08803238878935,-0.00889025409606278,0.999999819101205,1.8089879549891e-07
"0_441000","0_441000",52784,53110.9311,-5.09843068606247,-0.00890813885693833,0.999999828759553,1.71240446643157e-07
"0_442000","0_442000",52784,53111.5317,-5.10727235096464,-0.00892445334671243,0.999999836578751,1.63421248820727e-07
"0_443000","0_443000",52785,53112.1347,-5.10083404615389,-0.00891350105040542,0.999999830920012,1.69079987631216e-07
"0_444000","0_444000",52785,53112.7448,-5.11042447052114,-0.0089300732178412,0.9999998392821,1.60717899547613e-07
"0_445000","0_445000",52785,53113.3268,-5.12094620568703,-0.00894588192659149,0.999999847996816,1.52003184161056e-07
"0_446000","0_446000",52785,53113.8939,-5.12932134611494,-0.00896128574403683,0.999999854605705,1.45394294877467e-07
"0_447000","0_447000",52785,53114.4671,-5.13739329266081,-0.00897685508521208,0.999999860712224,1.39287776267212e-07
"0_448000","0_448000",52785,53115.0318,-5.14626896654039,-0.00899219338385836,0.999999867140819,1.32859180658793e-07
"0_449000","0_449000",52785,53115.5862,-5.15560045308692,-0.00900725175677823,0.999999873590269,1.26409731034093e-07
"0_450000","0_450000",52785,53116.1446,-5.16438015978222,-0.00902241861708972,0.999999879381514,1.20618485729614e-07
"0_451000","0_451000",52785,53116.6952,-5.17370987105059,-0.00903737346327515,0.999999885254459,1.14745540898785e-07
"0_452000","0_452000",52785,53117.2518,-5.18196399759352,-0.0090524911178938,0.999999890219199,1.09780801068839e-07
"0_453000","0_453000",52785,53117.7878,-5.19063766558932,-0.00906704911203278,0.999999895212448,1.04787551992386e-07
"0_454000","0_454000",52786,53118.3384,-5.18386610888447,-0.0090546722201294,0.99999989133351,1.08666490183234e-07
"0_455000","0_455000",52786,53118.8836,-5.19327940459431,-0.00906947978609343,0.999999896689134,1.03310866163934e-07
"0_456000","0_456000",52786,53119.4448,-5.20227174034952,-0.00908472175138303,0.999999901566459,9.84335414206451e-08
"0_457000","0_457000",52786,53120.0024,-5.2110526066839,-0.00909986578264461,0.999999906113903,9.38860966664032e-08
"0_458000","0_458000",52786,53120.5522,-5.22045378675025,-0.00911479781564232,0.999999910757378,8.92426215323543e-08
"0_459000","0_459000",52786,53121.1067,-5.22949617379239,-0.00912985733953272,0.99999991501369,8.49863095851283e-08
"0_460000","0_460000",52786,53121.657,-5.23954775019763,-0.00914480264128056,0.999999919514704,8.04852962662733e-08
"0_461000","0_461000",52786,53122.1982,-5.24825160719193,-0.00915950065002017,0.999999923225253,7.67747466628449e-08
"0_462000","0_462000",52786,53122.7498,-5.25623225744705,-0.00917448094978105,0.99999992648171,7.35182896026076e-08
"0_463000","0_463000",52787,53123.295,-5.24869006109602,-0.0091619565284145,0.999999923407727,7.65922733605613e-08
"0_464000","0_464000",52787,53123.847,-5.25727267572436,-0.00917694738177,0.999999926896275,7.31037253066188e-08
"0_465000","0_465000",52787,53124.4029,-5.265395196529,-0.00919204399134237,0.999999930055948,6.99440523524738e-08
"0_466000","0_466000",52787,53124.9653,-5.27407308712043,-0.00920731696105025,0.999999933285636,6.67143643541492e-08
"0_467000","0_467000",52787,53125.5,-5.28306072830879,-0.00922183753818265,0.999999936478373,6.35216272662737e-08
"0_468000","0_468000",52788,53126.0369,-5.27689986712858,-0.00920908747260921,0.999999934306184,6.56938156475449e-08
"0_469000","0_469000",52788,53126.5827,-5.28552565108619,-0.00922390918630037,0.999999937327847,6.26721532599998e-08
"0_470000","0_470000",52788,53127.1103,-5.29397569140931,-0.00923823651708933,0.999999940157325,5.98426747348421e-08
"0_471000","0_471000",52788,53127.643,-5.30342602162375,-0.00925270219743605,0.999999943175364,5.68246363494802e-08
"0_472000","0_472000",52788,53128.1602,-5.31124915784147,-0.00926674683034434,0.999999945561823,5.44381773371037e-08
"0_473000","0_473000",52788,53128.679,-5.31961076580296,-0.00928083477410117,0.999999948005256,5.1994743579821e-08
"0_474000","0_474000",52788,53129.1943,-5.32800602132677,-0.00929482753965352,0.999999950351584,4.96484165424882e-08
"0_475000","0_475000",52788,53129.6869,-5.33731736337645,-0.00930820376889886,0.999999952834078,4.71659217715631e-08
"0_476000","0_476000",52788,53130.1929,-5.34566694448824,-0.0093219437372119,0.999999954957639,4.50423612881571e-08
"0_477000","0_477000",52788,53130.7047,-5.35371417821035,-0.00933584106611845,0.999999956916533,4.30834665773506e-08
"0_478000","0_478000",52788,53131.1876,-5.3606902682091,-0.00934895352666605,0.999999958547722,4.14522779811095e-08
"0_479000","0_479000",52788,53131.6751,-5.36876781116991,-0.00936219077276627,0.999999960361798,3.96382016133121e-08
"0_480000","0_480000",52789,53132.1768,-5.361062053884,-0.00934848374706183,0.999999958632955,4.13670446026587e-08
"0_481000","0_481000",52789,53132.6592,-5.36868680813602,-0.00936158226796363,0.999999960343994,3.96560059520879e-08
"0_482000","0_482000",52789,53133.1436,-5.37571537158994,-0.00937473497484388,0.999999961860395,3.81396054497394e-08
"0_483000","0_483000",52789,53133.636,-5.38401690387212,-0.00938810477942073,0.999999963579171,3.64208292241053e-08
"0_484000","0_484000",52789,53134.1243,-5.39126714390838,-0.00940136313711054,0.999999965018712,3.49812876706492e-08
"0_485000","0_485000",52790,53134.6086,-5.38467174492962,-0.00938718356165495,0.999999963711512,3.62884880594628e-08
"0_486000","0_486000",52791,53135.0863,-5.37715052103313,-0.00937282518442947,0.999999962163046,3.78369536191362e-08
"0_487000","0_487000",52791,53135.5739,-5.38476259133047,-0.00938606417439366,0.999999963729835,3.62701651397121e-08
"0_488000","0_488000",52791,53136.0559,-5.39113252759157,-0.00939915099749058,0.999999964992493,3.50075066315026e-08
"0_489000","0_489000",52791,53136.5369,-5.39920835780649,-0.00941221055116079,0.9999999665322,3.34677997998306e-08
"0_490000","0_490000",52791,53137.0191,-5.40696382849789,-0.00942530256717877,0.999999967948959,3.2051041315049e-08
"0_491000","0_491000",52791,53137.51,-5.41549416769335,-0.00943863067131787,0.999999969440168,3.05598322239554e-08
"0_492000","0_492000",52791,53138.0044,-5.42342059014743,-0.00945205367721424,0.999999970765402,2.92345983598503e-08
"0_493000","0_493000",52791,53138.4932,-5.43100181014692,-0.0094653245198166,0.999999971980717,2.80192830013907e-08
"0_494000","0_494000",52791,53138.9321,-5.43840726093167,-0.00947724048130436,0.99999997312051,2.68794897852096e-08
"0_495000","0_495000",52791,53139.3751,-5.44527023242118,-0.00948926765636864,0.999999974136603,2.58633974603786e-08
"0_496000","0_496000",52791,53139.8158,-5.45241246587271,-0.00950123228837496,0.999999975154483,2.48455169694731e-08
"0_497000","0_497000",52791,53140.2587,-5.46005211181733,-0.00951325654855025,0.999999976200258,2.37997423707279e-08
"0_498000","0_498000",52792,53140.7132,-5.45229958932329,-0.00949826746296558,0.999999975138703,2.4861297448203e-08
"0_499000","0_499000",52793,53141.1622,-5.44387773710966,-0.00948312947356585,0.999999973933495,2.60665046781578e-08
"0_5e+05","0_5e+05",52793,53141.5926,-5.45059460479647,-0.00949481407746556,0.999999974899156,2.51008443169139e-08
